Adam	n. 亚当
harmony	n. 和谐；协调|n. 协调的组合；和谐效果|n. 和声学；和声理论|n. 和弦；同时发出的音|n. 音高之间的和声关系|n. 经文或史料的对照汇编
harness	n. 挽具；安全带式装备|v. 给……套上挽具；拴住|v. 控制并利用|n. 电线束；线缆组件|n. 劳动装备；工作用具|n. 全套军装；铠甲|n. 织机综框|v. 给……披挂铠甲
harsh	adj. 粗糙或令人不适|adj. 严厉而苛刻|v. 尖刻地批评|v. 扫兴
harshness	n. 粗糙事物, 刺耳, 严肃
harvest	n. 收割；收获过程|n. 收成；收获物|v. 收割；采收|n. 成果；收获|n. 收获季；收割时节|v. 采集资源；猎取|v. 进行收割|v. 取得；赢得成果|n. 秋天|n. 秋分收获仪式
haste	n. 匆忙；迅速|n. 急迫；冲动|v. 催促前进|v. 赶快行动
hasten	v. 使加快|v. 使提前|v. 赶快行动
hasty	adj. 仓促的；草率的|adj. 易怒的；性急的|adj. 快速的|adj. 猛烈的
hat	n. 帽子|n. 角色；身份|n. 抽签容器|n. 进入抽签范围|n. 脱字符|v. 给……戴帽子|n. 帽式开关|n. 抑扬符号|n. 网站用户权限|n. 剑桥旧称|n. 最高天文潮|n. 人类非洲锥虫病
hatch	n. 舱口；地板或天花板上的活板门|v. 孵化；破壳而出|v. 破壳|v. 策划；酝酿计划|n. 暗门；活板门|n. 传递窗；窗口式开口|n. 检修舱门|n. 船甲板开口|n. 孵化|n. 同一批孵出的幼鸟|n. 蜉蝣集中出现期|n. 出生；出生记录
hate	n. 讨厌的对象|n. 仇恨|v. 非常不喜欢；憎恨|n. 网络攻击和恶意评论|n. 偏见和仇视|v. 感到仇恨|v. 在网上攻击或嘲讽
hatred	n. 憎恨；仇恨
haul	n. 漫长的路程|n. 一大批收获或所得|v. 拉运到某处|v. 用力拉或拖重物|v. 费力搬运或运输|n. 用力拉一下|n. 购物展示视频|v. 拖动；使局势前进|v. 被叫去问责|v. 快速行动|n. 制绳用的一束线|n. 一场比赛进四球
haunt	n. 常去的地方|v. 鬼魂反复出没|v. 持续困扰|n. 动物出没处|v. 跟踪纠缠|n. 鬼魂|v. 居住停留|v. 使习惯于|v. 专心从事|v. 不断逗留
have	v. 拥有|v. 包含|v. 经历|v. 构成完成时|n. 有钱或有特权的人|v. 手头有|v. 有某种亲属或关系|v. 吃喝|v. 进行或做|v. 有安排|v. 患有|v. 反意疑问句中的助动词
haven	n. 安全的庇护处|n. 宁静之地|n. 避风港；港湾|v. 使进入庇护处；提供庇护|v. have 的古旧形式
havoc	n. 广泛破坏；浩劫|n. 一片混乱；大乱|intj. 战争劫掠信号|v. 劫掠|v. 造成严重破坏
hawaiian	adj. 夏威夷的；夏威夷文化或语言的|n. 夏威夷原住民|adj. 夏威夷原住民的|adj. 夏威夷州的|adj. 夏威夷州居民的|n. 火腿菠萝披萨|n. 夏威夷州居民
hawk	n. 鹰科猛禽|n. 外形相近的猛禽|n. 强硬派|n. 用力清嗓|v. 叫卖兜售|v. 咳出痰液|v. 大声清嗓|n. 澳大利亚的一类蜻蜓|n. 自利而不合作的一方|n. 刺骨的冷风|n. 抹灰托板|v. 用鹰捕猎
hawthorne	n. 霍桑（男子名）；霍桑（美国加利福尼亚州西南部城市）
hay	n. 干草；牲畜饲料|n. 饲料植物混合物|n. 大麻（俚语）|v. 割草制饲料|n. 捕兔网|n. 树篱|n. 捕兔网|n. 围地|n. 圆形乡村舞蹈|n. 皮特曼速记中的 h 符号|v. 设置捕兔网
hayward	n. 庄稼看守人|n. 猕猴桃品种
hazard	n. 危险；风险|n. 危险障碍；危险源|v. 冒险；承担风险|v. 冒险提出；大胆猜测|n. 交通危险源|n. 高尔夫球场障碍区|n. 处理器流水线冒险|n. 台球术语|n. 骰子赌博游戏|n. 机会；不确定性|n. 押上的东西；赌注|n. 网球发球区一侧
haze	n. 空气中的薄雾|n. 思绪或记忆的模糊|n. 液体或气体的浑浊|n. 表面的朦胧污层|v. 变得朦胧|v. 用难受仪式整新成员|v. 强迫或骚扰|n. 透明材料的雾度|n. 啤酒或葡萄酒中的浑浊物|v. 在牛仔竞技中驱赶牛|v. 用厌恶刺激驱赶野生动物
hazy	adj. 雾蒙蒙的|adj. 模糊不清的|adj. 不清澈的|n. 浑浊型啤酒
he	n. 男性|pron. 他|n. 高爆炸物|n. 高等教育|n. 健康教育|n. 家庭娱乐|n. 水力发电|pron. 性别未知者的传统泛指“他”|pron. 性别未知动物的“它”|adj. 水力发电的缩写|det. 他的|intj. 轻笑声
head	n. 头部|n. 顶部；最前端|n. 负责人；主管|v. 领导；负责|adj. 与头部有关的|adj. 首要的；首席的|adj. 顶部的；最前端的|n. 头脑；才智|n. 脑海；记忆|n. 牲畜头数|n. 桌子首位|n. 标题
headache	n. 头痛|n. 麻烦事；令人头疼的问题
headhunter	n. (原始社会中)猎取人头者, 物色人才的人
heading	n. 标题；主题|n. 航向；行进方向|v. head 的现在分词和动名词|n. 桶盖材料|n. 矿井巷道或掘进面|n. 缝线上的凸出部分|n. 砖石的外露端|n. 旗帜连接带
headline	n. 新闻标题；文章标题|v. 担任主打；领衔演出|n. 主打节目；头牌|v. 给……加标题|n. 页码栏标题|n. 船首绳
headlong	a. 头向前的, 仓猝而用力的, 轻率的|adv. 头向前地, 猛然地, 用力地
headmaster	n. 男校长
headphone	n. 耳机
headquarters	n. 军事指挥部|n. 组织总部|n. 活动或影响力中心|v. 将总部设在
headshot	n. 个人头像照|n. 射中头部的一枪|n. 演员用头像照和简历组成的资料页|v. 爆头击杀
headway	n. 向前移动；前进势头|n. 向目标取得进展|n. 前进速度或航行进程|n. 连续车辆之间的运行间隔|n. 下方的净空高度|n. 矿井中的横巷
heal	v. 治愈；使恢复|v. 恢复健康；愈合|v. 修复关系；弥合分歧|n. 治疗技能|n. 治疗效果|n. 健康
health	n. 健康；身心无恙|n. 整体状况；运转情况|n. 身体状况；体质|n. 生命值；耐久度|n. 疗法；药物|n. 祝健康或兴旺的祝酒|n. 英雄；战士
healthcare	n. 医疗保健；卫生保健；健康护理, 健康服务
healthy	adj. 身体健康的|adj. 有利于健康的|adj. 显出健康状态的|adj. 相当大的；有益的
heap	n. 一堆；堆积物|n. 大量；许多|v. 堆放；堆成一堆|v. 大量给予|n. 一群；一大群人|n. 堆（树形数据结构）|n. 堆内存|n. 破旧不堪的东西|n. 很多；大量|v. 堆成或弄成一堆|adv. 非常；很多
hear	v. 听见声音|v. 听见并辨认出|v. 听取；听某人说|intj. 听着；明白吗|v. 听取并接受请求|v. 得知；听说|v. 收到联系|v. 审理案件|v. 我懂你的感受|v. 师从；受教于
hearing	adj. 有听力的|n. 听力|n. 听得见的范围|n. 听到的消息|n. 公开听证会|n. 法律听证|v. hear 的现在分词或动名词|n. 听见这一行为|n. 责骂
heart	n. 心脏|n. 内心感情|n. 中心与核心|v. 喜欢；爱|n. 心地与性格|n. 勇气与斗志|n. 记忆|n. 心形符号|n. 红桃牌|v. 给内容点心|n. 活力与肥力|n. 亲昵称呼
hearty	adj. 热情真挚的|adj. 精力充沛的；热切的|adj. 丰盛有营养的|adj. 开朗活泼的|adj. 有力而坚定的|n. 水手同伴；老朋友
heat	n. 热能|n. 高温；炎热|n. 情绪或局势的激烈状态|n. 暖气系统|v. 加热；使变热|n. 辣度|n. 压力；负面关注|n. 预赛；预赛组|n. 比赛的一轮|n. 炎热天气|n. 暖气产生的热量|v. 变热
heating	adj. 加热的；供暖的|n. 供暖系统|n. 加热过程|v. 正在加热；加热
heatstroke	n. 中暑
heave	n. 一次用力提举|n. 向上的起伏|v. 费力提起|v. 上下起伏|v. 干呕或呕吐|n. 船的短时升降幅度|n. 干呕的一下|v. 用力投掷|v. 用力发出|v. 用绳索拉起|v. 推动到某处|v. 费力挣扎
heaven	n. 天空|n. 神或诸神的居所|n. 死后有福者的居所|n. 广义的天堂或神圣居所|n. 神圣的天界|n. 死后有福者的来世|n. 天堂这一宗教观念|n. 乐土；天堂般的地方或经历|n. 极乐状态；幸福得出神|n. 某类人或动物的理想乐园|n. 天空或天穹|v. 送入天堂
heavenly	adj. 天堂的；天国的|adj. 美妙至极的；令人陶醉的|adj. 天上的；天空的|adj. 上帝王国的；天国的|adj. Heavenly 的大写写法|adv. 极其愉悦地；美妙地|adv. 神奇地；靠上天的力量
heavily	adv. 沉重地；负重很大地|adv. 在很大程度上|adv. 装备或防护得很强|adv. 长得厚重或肌肉发达地|adv. 费力地；气喘吁吁地
heavy	adj. 重量大的|adj. 难以承受的；负担重的|adj. 声音大而强烈的|adv. 很大程度地；非常|adj. 严肃的；沉重的|adj. 高的；大量的|adj. 闷热潮湿的|adj. 过度从事某活动的|adj. 困倦的|adj. 油腻难消化的|adj. 强烈的；有力的|adj. 负重的；心情沉重的
hectare	n. 公顷
hed	abbr. 高能检波器（high-energy detector）；皮肤单位剂量
hedge	n. 树篱；灌木围栏|v. 用树篱围住|v. 含糊其辞；避免承诺|n. 保护屏障|n. 含糊保留的说法|n. 避险安排|v. 阻挡；围住|v. 对冲风险|v. 修筑或修理树篱|v. 降低风险暴露|n. 土堤围栏|n. 低劣的；不体面的
heel	n. 脚后跟|n. 鞋跟|v. 紧跟在后面|v. 向一侧倾斜|n. 袜子后跟|n. 掌根|n. 高跟鞋|n. 末端；后部|n. 面包头|n. 卑鄙的人|n. 倾斜|v. 使紧跟
height	n. 从底部到顶部的距离|n. 高于基准面的高度|n. 高峰；顶峰|n. 高处；高地|n. 高处；高地（方言）|n. 元音舌位高度
heighten	v. 增强；加剧|v. 加高；抬高
heir	n. 财产继承人|n. 头衔或职位的继承人|n. 事业或角色的接班人|v. 继承
helicopter	n. 直升机|v. 用直升机运送|v. 乘直升机旅行|n. 带翼果实|v. 像叶片一样旋转|v. 过度保护和监视|n. 混凝土抹平机|n. 蜻蜓|n. 旋转棍戏法|n. 直升机式地板旋转动作
helium	n. 氦元素|n. 一份氦样品
helix	n. 螺旋曲线|n. 耳轮|n. 科林斯柱头的螺旋饰|n. 划艇空中翻转|v. 形成螺旋形
hell	intj. 见鬼；糟了|intj. 当然；强烈地|n. 极度痛苦的处境|adv. 像地狱一样|adv. 非常|intj. 更不用说；甚至|n. 极热之处|n. 用于加强语气的固定表达|n. 对……极其有害或痛苦|v. 赶快；冲|v. 快速而喧闹地移动|n. 赌博场所
hello	intj. 见面问候|intj. 接电话时的“喂”|n. 一次问候|intj. 呼唤并确认有人回应|intj. 讽刺对方没注意到明显事实|intj. 困惑或突然发现|v. 向某人问候
helmet	n. 头盔|n. 头盔状的东西|v. 戴上或覆盖头盔|n. 像头盔一样的人或物
help	intj. 救命；帮帮我|n. 帮助；援助|v. 帮助某人或某物|v. 帮忙|v. 忍不住；无法避免|intj. 笑死我了|n. 帮手；有帮助的东西|n. 帮助文档|n. 求助；支持|v. 帮人取食物或饮料|v. 有助于促成|n. 学习辅助材料
help-seeker	n. 求助者
helpful	adj. 有帮助的；有用的
helpless	adj. 无法自卫的|adj. 无援而无力的|adj. 不能独立行动的|adj. 控制不住的|adj. 无法挽救的
helplessly	adv. 无保护地；任由……摆布地|adv. 无法自制地；无法自救地|adv. 束手无策地；无能为力地
hem	intj. 清嗓声；犹豫声|n. 衣物折边|v. 围住；困住|n. 清嗓声；犹豫声|n. 边缘；边界|v. 清嗓；吞吞吐吐|v. 做折边|v. 给衣物加折边|n. 金属回折边|pron. 他们（过时形式）
hemings	[人名] 赫明斯
hemisphere	n. 地球半球|n. 几何半球|n. 天球半球|n. 活动或思想领域|n. 半球地图或投影图|n. 大脑半球
hemorrhage	n. 大量出血|v. 大量出血|n. 大量流失|v. 大量损失
hen	n. 母鸡|n. 雌鸟|n. 雌鱼或雌甲壳动物|n. 女性|n. 女性|n. 女性婚前聚会|n. 亲爱的；姑娘|adv. 从这里；离开这里|n. 跨性别女性的阴茎|n. 像母鸡一样的人|n. 硬壳蛤|n. 大锡壶
hence	adv. 因此，由此|adv. 从现在起……以后|adv. 从这里离开|adv. 离开人世|intj. 走开！|v. 叫人走开|v. 离开
henceforth	adv. 今后；从现在起|adv. 下文中；从此处往后
henry	n. 电感单位|n. 吸尘器（英）|n. 高收入但未富裕者|n. “高收入但尚未富裕”的缩写|n. 粪便（英俚）|n. 大麻的俚语计量|n. 海洛因（俚语）
her	det. 她的|pron. 她；她本人|det. 某位未说明性别者的|n. 一个女性；雌性动物|pron. 尊称形式“她”
herald	n. 传令者；消息使者|n. 预兆；先兆|v. 宣布；预示|v. 热烈欢迎；高度评价|n. 纹章官|n. 一种蛾|n. 广告传单
herb	n. 调味香草|n. 药草|n. 大麻|n. 草本植物|n. 草、草本植被|n. 窝囊或不酷的人
herd	n. 兽群；畜群|v. 成群驱赶；被集中带走|n. 动物群|n. 乌合之众；随大流的人群|v. 成群活动|v. 聚成一群|v. 看管；放牧|v. 加入一群；与人结伴|n. 牧人|v. 做牧人|v. 组成兽群|v. 驱赶兽群
herder	n. 牧人, (美)(非正式)监狱看守
here	adv. 在这里|adv. 到这里为止|adv. 到这里来|adj. 还活着|adv. 这个人，就是某某|intj. 给你|intj. 喂，我要说的是|intj. 喂！注意！|intj. 到|intj. 到这儿来|n. 这个地方|n. 到这一点
heresy	n. 宗教异端|n. 非正统观点
heretic	n. 宗教异端|n. 主流观念的挑战者|adj. 异端的
heritage	n. 可继承的财产；遗产|n. 传统；传承下来的价值|n. 与生俱来的权利；继承权|n. 文化或语言背景
hero	n. 英雄；勇者|n. 榜样|n. 主角|n. 广告或影视中的重点对象|n. 网页首屏重点区域|n. 菜肴的主角|v. 逞英雄；表现得像英雄|v. 称赞为英雄|v. 突出；重点展示|n. 当前玩家|n. 英雄三明治
heroic	adj. 英雄的；高尚非凡的|adj. 英勇的；表现出英雄气概的|adj. 英雄式大小的|n. 英雄诗体
heroin	n. 海洛因|n. 女性英雄（旧形式）
heroine	n. 女英雄|n. 女主角|adj. 女英雄般的
hers	pron. 她的；属于她的|pron. 她家；她那里|pron. 敬称式的 hers
herself	pron. 她自己；她本人（反身）|pron. 她本人（强调）|pron. 她；这位女士本人|pron. “她本人”（敬称大写）
herz	赫茨（人名）
hesitant	adj. 犹豫的；有所顾虑的
hesitate	v. 犹豫；迟疑|v. 说话结巴；吞吞吐吐|v. 迟疑地说出或暗示
hesitation	n. 犹豫的行为|n. 疑虑；举棋不定|n. 说话时的停顿或结巴
hey	intj. 引起注意|intj. 非正式问候|intj. 抗议或责备|intj. 表示惊讶|intj. 没听清或感到困惑|v. 用“hey”打招呼|intj. 句末寻求认同|intj. 歌曲中的填充音节|n. 交错穿行的舞步
hi	intj. 嗨；你好|adj. high的非正式拼写|intj. 喂；嘿|n. 一声问候|intj. 表示惊讶或嘲讽|n. 高档或高速范围|n. 高光谱成像
hi-tech	adj. 高科技的|n. 高科技；高科技产品
hide	n. 动物的皮|v. 藏起某物|v. 躲起来|n. 性命；自身安全|n. 观察野生动物的隐蔽处|n. 秘密藏身处|n. 人的皮肤|n. 宠物的躲藏结构|n. 历史土地单位|v. 用皮鞭抽打
hierarchical	adj. 层级的；有上下级的|adj. 分级排列的；按层次分类的|adj. 神职等级的
hierarchy	n. 等级制度|n. 事物层级|n. 权威成员体系
higgs	n. 希格斯玻色子|adj. 希格斯的；与希格斯机制有关的|v. 使受到希格斯机制作用
high	adj. 高的；在上方的|adj. 地位高的；重要的|n. 高点；高峰|v. 上升|adj. 有指定高度的|adj. 兴高采烈的|adj. 奢华的；富裕的|adj. 傲慢的；自负的|adj. 热衷的；很感兴趣的|adj. 波浪大的|adj. 高纬度的|adj. 高的；大量的
high-calorie	adj. 高热量的
high-energy	adj. 精力充沛的；充满活力的|adj. 释放大量能量的|adj. 高能的（物理学）
high-income	adj. 高收入的；面向高收入者的
high-profile	adj. 备受关注的；重要而出名的
high-quality	adj. 质量上乘的
high-risk	adj. 高风险的
high-speed	adj. 高速的；高速运行的
high-tech	n. 高科技
high-technology	n. (=high-tech)高科技
high-value	adj. 高价值的；重要的
high-visibility	adj. 醒目的反光或荧光材质|adj. 刻意引人注意的
highland	n. 高地|adj. 苏格兰高地相关的
highlight	n. 亮部；高光|n. 亮点；最精彩的部分|v. 强调；突出|n. 挑染的发束|v. 成为……的亮点|v. 标亮；用荧光笔标出|v. 给头发挑染|v. 在聊天中点名提醒
highly	adv. 高度地；很赞赏地|adv. 非常；极其
highschool	na. 〈美〉中学；〈英〉大学预科
highway	n. 主要公路；高速公路|n. 通向目标的道路|n. 车辆通行的公共道路|n. 高于周围地面的道路|n. 计算机中的公共连接通路|v. 在公路上行驶
hijack	n. 劫持交通工具|v. 劫持交通工具|v. 强行把事情带偏|n. 强行接管并改道|n. 篡改议案的修正案|v. 彻底改写法案|n. 扑克中的特定位置|n. 拦路抢劫者
hike	n. 徒步，远足|v. 徒步，远足|n. 突然上涨|v. 突然提高（价格等）|v. 向上猛拉|intj. 走，前进！|n. 开球发球动作|n. 向上猛拉|v. 发球启动比赛|v. 使帆船向背风侧倾斜
hill	n. 小山丘|n. 坡道|n. 植物周围的土堆|n. 一丛植物周围的土丘|v. 堆成小丘|v. 给植物培土|n. 棒球投手土墩|n. 唱片表面的凸起
hilton	n. 希尔顿（姓氏）；希尔顿集团（主营酒店和香烟等）
him	pron. 他；它（雄性）|n. 男性个体|pron. him和其他人并列|pron. 介词后或be后用him|pron. 最厉害的那个人|pron. 他自己（旧式）|pron. 敬称大写形式|pron. His Imperial Majesty缩写|pron. Her Imperial Majesty缩写
himself	pron. 他自己；他本人（反身）|pron. 他本人；亲自|pron. 他（特殊爱尔兰英语用法）|pron. 那位先生；他本人（爱尔兰英语）|pron. Himself（敬称写法）
hinder	v. 妨碍；使难以完成|v. 阻止；拖延|adj. 后部的；后面的|adj. 更后面的|n. 臀部|v. 造成伤害
hindrance	n. 障碍；阻碍物|n. 妨碍；阻挠
hinge	n. 铰链；合页|n. 关键；转折支点|v. 给……装铰链|v. 取决于|n. 类似铰链的天然连接部位|n. 集邮贴纸铰|n. 上下半部分的中位数|n. 方位基点|n. 偏心转动|n. 多元关系中的连接者|n. 身体不适|v. 石片断裂
hint	n. 线索；提示|n. 暗示|v. 暗示；提示|intj. 提醒你注意暗示|n. 一丝；少许|v. 间接提及；暗示某事|n. 字体微调信息|n. 数据库查询提示|n. 时机；机会|v. 为字体添加微调信息
